query,pos_similar,neg_similar
"Ở một loài thực_vật , alen A quy_định thân cao trội hoàn_toàn so với alen a quy_định thân thấp ; alen B quy_định hoa đỏ trội hoàn_toàn so với alen b quy_định hoa trắng , mỗi cặp gen nằm trên một cặp nhiễm sắc_thể 
 thường . Cây thân thấp , hoa đỏ giao phấn với cây thân cao , hoa trắng ( P ) , thu được F1 có 1 loại kiểu hình . Cho F1 tự thụ_phấn , thu được F2 . Biết rằng không xảy ra đột_biến . Theo lí_thuyết , có bao_nhiêu phát_biểu sau đây đúng ? 
 I. F2 có 4 kiểu gen quy_định kiểu hình thân cao , hoa đỏ . 
 II. Lấy ngẫu_nhiên 2 cây thân thấp , hoa đỏ ở F2 cho tự thụ_phấn , có_thể thu được đời con có 12,5 % số cây thân thấp , hoa trắng . 
 III. Lấy ngẫu_nhiên 1 cây thân cao , hoa đỏ ở F2 cho tự thụ_phấn , có_thể thu được đời con có 6 kiểu gen và 2 kiểu hình . 
 IV. Cho 1 cây thân cao , hoa đỏ giao phấn với 1 cây thân cao , hoa trắng , thu được đời con có tối_đa 6 kiểu gen và 2 kiểu hình 
 A. 3 
 B. 2 
 C. 1 
 D. 4","Ở một loài thực_vật , alen A quy_định thân cao trội hoàn_toàn so với alen a quy_định thân thấp ; alen B quy_định hoa đỏ trội hoàn_toàn so với alen b quy_định hoa trắng , mỗi cặp gen nằm trên một cặp nhiễm sắc_thể thường . Cây thân thấp , hoa đỏ giao phấn với cây thân cao , hoa trắng ( P ) , thu được F1 có 1 loại kiểu hình . Cho F1 tự thụ_phấn , thu được F2 . Biết rằng không xảy ra đột_biến . Theo lí_thuyết , có bao_nhiêu phát_biểu sau đây đúng ? 
 
 I. F2 có 9 kiểu gen quy_định kiểu hình thân cao , hoa đỏ . 
 
 II. Lấy ngẫu_nhiên 2 cây thân cao , hoa trắng ở F2 cho tự thụ_phấn , có_thể thu được đời con có 25 % số cây thân thấp , hoa trắng . 
 
 III. Lấy ngẫu_nhiên 2 cây thân cao , hoa đỏ ở F2 cho giao phấn . Nếu thu được đời con có 6 kiểu gen thì đời con sẽ có 4 kiểu hình . 
 
 IV. Cho 1 cây thân thấp , hoa đỏ giao phấn với 1 cây thân cao , hoa đỏ , thu được đời con có tối_đa 6 kiểu gen và 2 kiểu hình . 
 
 
 A. 3 
 B. 2 
 C. 1 
 D. 4","Ở một loài thực_vật lưỡng bội , alen A quy_định thân cao trội hoàn_toàn so với alen a quy đinh thân thâp ; alen B quy_định hoa đỏ trội hoàn_toàn so với alen b quy_định hoa vàng . Cho 3 cây thân thấp , hoa đỏ ( P ) tự thụ_phấn , thu được F1 . Biết rằng không có đột_biến xảy ra . Theo lí_thuyết , trong các trường_hợp về tỉ_lệ kiểu hình sau đây , có tối_đa bao_nhiêu trường_hợp phù_hợp với tỉ_lệ kiểu hình của F1 ? 
 I. 3 cây thân thấp , hoa đỏ : 1 cây thân thấp , hoa vàng . 
 
 II. 5 cây thân thấp , hoa đỏ : 1 cây thân thấp , hoa vàng . 
 
 III. 100 % cây thân thấp , hoa đỏ . 
 
 IV. 11 cây thân thấp , hoa đỏ : 1 cây thân thấp , hoa vàng . 
 
 V. 7 cây thân thấp , hoa đỏ : 1 cây thân thấp , hoa vàng . 
 
 A. 3 
 B. 5 
 C. 2 
 D. 4"
"Một đoạn mạch gồm điện_trở_thuần R nối_tiếp với tụ_điện có điện_dung 1 / ( 3p ) ( mF ) . Đặt vào hai đầu đoạn mạch một điện_áp xoay chiều : u = 120 cos 100 pt ( V ) . Điện_áp hiệu_dụng giữa hai đầu điện_trở bằng 60 V. Tính R và viết biểu_thức dòng_điện qua mạch 
 A. R = 30 \ Omega ~ và ~ i = 2 \ sqrt { 2 } \ cos \ left ( { 100 { \ pi t } - \ frac { \ pi } { 4 } } \ right ) ( A ) 
 B. R = 10 \ sqrt { 3 } \ Omega ~ và ~ i = 4 \ cos \ left ( { 100 { \ pi t } - \ frac { \ pi } { 6 } } \ right ) ( A ) 
 C. R = 30 \ Omega ~ và ~ i = 2 \ sqrt { 2 } \ cos \ left ( { 100 { \ pi t } + \ frac { \ pi } { 4 } } \ right ) ( A ) 
 D. R = 30 \ Omega ~ và ~ i = 4 \ cos \ left ( { 100 { \ pi t } + \ frac { \ pi } { 6 } } \ right ) ( A )", ,"Mạch điện xoay chiều mắc nối_tiếp với điện_trở_thuần R = 100 Ω , cuộn dây thuần cảm L = 1 / π H , tụ_điện C = \ frac { 10 ^ { - 4 } } { 2 \ pi } ~ . Đặt vào hai đầu đoạn mạch điện_áp u = 200 \ sqrt { 2 } cos ( 100 π t - π / 2 ) V. Biểu_thức của điện_áp hai đầu cuộn dây là 
 A. u_ { L ~ } = 100 cos ( 100 π t + 3 π / 4 ) V 
 B. u_ { L } = 100 cos ( 100 π t + π / 4 ) V 
 C. u_ { L } ~ = 200 cos ( 100 π t + π / 4 ) V 
 D. u_ { L } = 200 cos ( 100 π t + 3 π / 4 ) V"
"Giá_trị của biểu_thức \ frac { 1 } { \ sqrt { 2 } + \ sqrt { 1 } } + \ frac { 1 } { \ sqrt { 3 } + \ sqrt { 2 } } + \ frac { 1 } { \ sqrt { 4 } + \ sqrt { 3 } } + \ frac { 1 } { \ sqrt { 5 } + \ sqrt { 4 } } bằng 
 A. \ sqrt { 5 } - 1 
 B. 1 
 C. 2 
 D. - \ sqrt { 5 } - 1", ,"Trục căn_thức ở mẫu của biểu_thức \ frac { 1 } { \ sqrt { 6 } + \ sqrt { 5 } + 1 } ta được 
 A. \ frac { 5 - \ sqrt { 5 } - \ sqrt { 30 } } { 10 } 
 B. \ frac { \ sqrt { 5 } + 5 - \ sqrt { 30 } } { 10 } 
 C. \ frac { \ sqrt { 5 } - 5 - \ sqrt { 30 } } { 10 } 
 D. \ frac { \ sqrt { 5 } - 5 + \ sqrt { 30 } } { 10 }"
"Cho sơ_đồ phản_ứng sau : X + NaOH → trong sản_phẩm hữu_cơ có một chất Y và CH3COONa ; Y + O2 → Y1 ; Y1 + NaOH → CH3COONa + H2O Số chất X thỏa_mãn sơ_đồ trên là 
 A. 2 
 B. 1 
 C. 4 
 D. 3","Cho sơ_đồ phản_ứng sau : Z + NaOH → trong sản_phẩm hữu_cơ có một chất T và CH3COONa ; T + O2 → T1 ; T1 + NaOH → CH3COONa + H2O Số chất Z thỏa_mãn sơ_đồ trên là 
 A. 2 
 B. 1 
 C. 4 
 D. 3", 
"Thanh kim_loại CD chiều dài l = 20cm khối_lượng m = 100g đặt vuông_góc với 2 thanh ray song_song nằm ngang và nối với nguồn điện như hình_vẽ . Hệ_thống đặt trong từ_trường đều B → hướng thẳng_đứng từ trên xuống , B = 0,2 T. Hệ_số ma_sát giữa CD và thanh ray là m = 0,1 . Bỏ_qua điện_trở của các thanh ray , điện_trở tại nơi tiếp_xúc và dòng_điện cảm_ứng trong mạch . Biết thanh CD trượt sang trái với gia_tốc a = 3 m / s2 . Nâng 2 đầu A , B của ray lên sao cho ray hợp với mặt ngang góc 30 độ để thanh bắt_đầu trượt với vận_tốc ban_đầu bằng không . Độ lớn gia_tốc chuyển_động của thanh gần nhất với giá_trị nào sau đây ? 
 A. 1 m / s2 
 B. 0,2 m / s2 
 C. 2 m / s2 
 D. 0,5 m / s2","Thành thạch CD chiều dài l = 20cm khối_lượng m = 100g đặt vuông_góc với 2 sợi dây kéo song_song nằm ngang và nối với nguồn điện như hình_vẽ . Hệ_thống đặt trong từ_trường đều B → hướng thẳng_đứng từ trên xuống , B = 0,2 T. Hệ_số ma_sát giữa CD và sợi dây là m = 0,1 . Bỏ_qua điện_trở của các sợi dây , điện_trở tại nơi tiếp_xúc và dòng_điện cảm_ứng trong mạch . Biết thanh CD trượt sang trái với gia_tốc a = 3 m / s2 . Nâng 2 đầu A , B của sợi dây lên sao cho sợi dây hợp với mặt ngang góc 30 độ để thanh bắt_đầu trượt với vận_tốc ban_đầu bằng không . Độ lớn gia_tốc chuyển_động của thanh gần nhất với giá_trị nào sau đây ? 
 A. 1 m / s2 
 B. 0,2 m / s2 
 C. 2 m / s2 
 D. 0,5 m / s2", 
"Câu 22 . Loài động_vật không có cơ_quan giao_phối : 
 A. chim bồ_câu trống . 
 B._khỉ 
 C. chim bồ_câu mái . 
 D. thỏ","Các loài động_vật nào không có cơ_quan giao_phối ? 
 A. Chim bồ_câu trống và thỏ . 
 B. Khỉ và chim bồ_câu mái . 
 C._Khỉ và thỏ . 
 D. Chim bồ_câu mái và thỏ .", 
"Viết chuỗi phương_trình phản_ứng sau , ghi rõ điều_kiện ( nếu có ) . P 2 O 5 → H 3 PO 4 → ( NH 4 ) 3 PO 4 → NH 3 → Cu ( OH ) 2 → Cu ( NO 3 ) 2 → NO 2 → HNO 3 → CO 2", ,Viết các phương_trình_hóa học thực_hiện dãy biến_hóa sau : C → CO 2 → Na HCO 3 → Na 2 CO 3 → Na_Cl
"Tính bằng cách thuận_tiện a ) 12,5 x 2,3 x 1,1 x 0 , 8 b ) 19,75 - ( 5 , 35 - 0 , 25 )","A ) Tính bằng cách thuận_tiện a ) 10,5 - 2 x 1,3 x 0,8 b ) 19,75 - ( 7 , 35 - 0 , 25 ) 
 b ) Tính bằng cách thuận_tiện a ) 12,5 x 3,3 x 0,9 x 0 , 8 b ) 19,75 - ( 3 , 35 - 0 , 25 )", 
"Một dây nhôm dạng hình_trụ tròn được quấn thành cuộn có khối_lượng 0,81 kg , tiết_diện thẳng của dây là 0,1 mm2 . Tìm điện_trở của dây đó biết rằng nhôm có khối_lượng riêng và điện_trở_suất lần_lượt là 2,7 g / cm3 và 2,8.10 - 8 Ω . m . 
","Một dây nhôm dạng hình_trụ tròn được quấn thành cuộn có khối_lượng 0,81 kg , tiết_diện thẳng của cuộn dây là 0,15 mm . Tìm điện_trở của cuộn dây đó biết rằng nhôm có khối_lượng riêng là 2,7 g / cm3 ; điện_trở_suất của nhôm là 2,8.10 ^ - 2 Ôm . m 
","Một cuộn dây bằng đồng có khối_lượng m = 1kg , tiết_diện đều 1 mm2 . Biết khối_lượng riêng và điện_trở_suất của đồng là 8,9 g / cm3 và 1,7.10 - 8 m . a ) Tính điện_trở của dây . b ) Người_ta dùng dây này đẻ quấn một biến_trở . Biết lõi biến_trở hình_trụ tròn , đường_kính 6cm . Tìm số vòng dây quấn của biến_trở 
"
Cho 20 gam dung_dịch NaOH 10 % phản_ứng với H2SO4 2M . Tính V axit tham_gia phản_ứng . Cho lượng NaOH ở trên tác_dụng vừa đủ với dung_dịch MgCl2 thì thu được bao_nhiêu gam kết_tủa ?, ,Cho 20 gam chất X 10 % phản_ứng với chất Y 2M . Tính V chất Y tham_gia phản_ứng . Cho lượng chất X ở trên tác_dụng với dung_dịch Z thì thu được bao_nhiêu gam kết_tủa ?
"Một sợi dây căng giữa hai điểm cố_định cách nhau 75cm . Người_ta tạo sóng dừng trên dây . Hai tần_số gần nhau nhất cùng tạo ra sóng dừng trên dây là 150Hz và 200Hz . Vận_tốc truyền sóng trên dây đó bằng : 
 
 
 A. 7,5 m / s B. 300m / s C. 225m / s D. 75m / s","Một sợi dây căng giữa hai điểm cố_định cách nhau 80cm . Hai sóng có tần_số gần nhau liên_tiếp cùng tạo ra sóng dừng trên dây là f1 = 70 Hz và f2 = 84 Hz . Tìm tốc_độ truyền sóng trên dây . Biết tốc_độ truyền sóng trên dây không đổi . 
 
 A : 11,2 m / s 
 
 B : 26,9 m / s 
 
 C : 22,4 m / s 
 
 D : 18,7 m / s","Một sóng truyền trên sợi dây đàn_hồi rất dài với tần_số 500hz người_ta thấy khoảng_cách giữa hai điểm gần nhau nhất dao_động cùng pha là 80 cm vận_tốc sóng truyền trên dây là 
 
"
"Cho 5,4 g Al tác_dụng vừa đủ với 200 gam dung_dịch HCl , sau phản_ứng thu được dung_dịch nhôm clorua ( AlCl3 ) và khí hiđro . a ) Viết phương_trình phản_ứng b ) Tính thể_tích khí thoát ra ở ( đktc ) c ) tính nồng_độ phần_trăm của dung_dịch muối HCl cần dùng ? d ) tính nồng_độ phần_trăm của dung_dịch mới vào được sau phản_ứng ?", ,"Cho 5,4 g Ag tác_dụng vừa đủ với 200 gam dung_dịch HNO3 , sau phản_ứng thu được dung_dịch nitrát bạc ( AgNO3 ) và khí nitơ oxiđ . a ) Viết phương_trình phản_ứng b ) Tính thể_tích khí thoát ra ở ( đktc ) c ) tính nồng_độ phần_trăm của dung_dịch muối HNO3 cần dùng ? d ) tính nồng_độ phần_trăm của dung_dịch mới vào được sau phản_ứng ?"
"Cho chuỗi thức_ăn sau : Lúa → Châu_chấu → Ếch → Rắn → Đại_bàng . Trong chuỗi thức_ăn trên , mắt_xích khi bị tiêu_diệt sẽ gây hậu_quả lớn nhất_là 
 A. châu_chấu . 
 B. ếch . 
 C. rắn . 
 D. lúa .","Cho chuỗi thức_ăn sau : 
 Lúa → Châu_chấu → Ếch → Rắn → Đại_bàng 
 Tiêu_diệt mắt_xích nào sẽ gây hậu_quả lớn nhất : 
 A. Châu_chấu . 
 B. Ếch . 
 C. Rắn . 
 D. Đại_bàng và lúa .","Cho các quần_thể các loài sinh_vật : đại_bàng , châu_chấu , lúa , ếch , rắn 
 
 a . xây_dựng một chuỗi thức_ăn có đầy_đủ các loài trên 
 
 b . Loại_bỏ mắt_xích nào trong chuỗi thức_ăn trên sẽ gây hậu_quả lớn nhất ? vì_sao ? 
"
Tổng_hơp các kiến_thức toán lớp 6 hok kì 2, ,Sắp_xếp các số sau theo thứ_tự từ bé đến lớn : 3.2 ; 5.6 ; - 2.1
"Tiến_hành thí_nghiệm do gia_tốc trọng_trường bằng con_lắc đơn , một học_sinh đo được chiều dài con_lắc là 119 ± 1 ( m / s ) . Chu_kì dao_động nhỏ của nó là 2,20 ± 0,01 ( s ) . Lấy π2 = 9,78 và bỏ_qua sai_số của số π . . Gia_tốc trọng_trường do học_sinh đo được tại nơi làm thí_nghiệm là 
 A. g = 9,7 ± 0,1 ( m / s2 ) 
 B. 9,7 ± 0,2 ( m / s2 ) 
 C. 9,8 ± 0,1 ( m / s2 ) 
 D. 9,8 ± 0,2 ( m / s2 )", ,"Tại nơi làm thí_nghiệm , học_sinh đo được thấy gia_tốc trọng_trường là gần bằng bao_nhiêu ? 
 A. 9,7 ± 0,1 ( m / s2 ) 
 B. 9,7 ± 0,2 ( m / s2 ) 
 C. 9,8 ± 0,1 ( m / s2 ) 
 D. 9,8 ± 0,2 ( m / s2 )"
"Một cửa_hàng có 7 tạ 20 kg gạo_nếp và gạo_tẻ . Số gạo_nếp ít hơn số gạo_tẻ là 8 yến . Số gạo_tẻ là : 
","Một cửa_hàng có 7 tạ 20 kg gạo_nếp và tẻ . Số gạo_nếp ít hơn số gạo_tẻ là 8 yến . Hỏi số gạo_tẻ là bao_nhiêu ki_lô gam ? 
","Một con voi có trọng_lượng là 2 tấn , con hổ có trọng_lượng 7 yến , con ngựa nặng 2 tạ . Hỏi tổng_số cân nặng của 3 con vật là bao_nhiêu yến ? 
"
"Vật nhỏ dao_động điều hòa theo một quỹ_đạo thẳng dài 12 cm . Dao_động này có biên_độ là : 
 A. 3 cm . 
 B. 24 cm . 
 C. 6 cm . 
 D. 12 cm .","Vật nhỏ dao_động điều hòa theo một quỹ_đạo tròn có đường_kính 14 cm . Biên_độ của dao_động này là : 
 A. 7 cm . 
 B. 28 cm . 
 C. 14 cm . 
 D. 2 cm . 
 
 Vật nhỏ dao_động điều hòa theo một quỹ_đạo hình elip có phương trục chính là 18 cm . Biên_độ của dao_động này là : 
 A. 6 cm . 
 B. 36 cm . 
 C. 18 cm . 
 D. 9 cm .", 
Hiện_tượng quen thuốc là sao ? giải_thích,"Ở hiện_tượng quen_thuộc , vấn_đề quan_trọng nhất cần lưu_ý là gì ? 
 A. Sự tác_động của vi_khuẩn . 
 B. Sự tác_động của môi_trường . 
 C. Sự tác_động của di_truyền . 
 D. Sự tác_động của hóa_chất . 
 
 Giải_thích hiện_tượng quen_thuộc dựa trên các nguyên_tắc nào ? 
 A. Nguyên_tắc đối_nhân xứng và nguyên_tắc tác_nhân gây quen_thuộc . 
 B. Nguyên_tắc tương_phản và nguyên_tắc áp_dụng lại . 
 C. Nguyên_tắc tương_tác và nguyên_tắc tăng_cường . 
 D. Nguyên_tắc hội_tụ và nguyên_tắc đa_dạng .", 
"Gen có khối_lượng 516.10 ^ 3 đvC , tổng_hợp phân_tử mARN có hiệu_số giữa ribônuclêôtit loại Adênin với Xitôzin là 35 % và hiệu_số giữa ribônuclêôtit loại Uraxin với Guanin là 5 % số ribônuclêôtit của toàn mạch . Hãy xác_định : a . Số nucleotit của gen b . Tỉ_lệ phần_trăm và số_lượng từng loại nucleotit của gen trên", ,"A. Gen có khối_lượng bao_nhiêu đvC ? 
 b . Tính tổng_số nucleotit của gen ? 
 c . Tỷ_lệ phần_trăm của ribônuclêôtit loại Adênin trong gen là bao_nhiêu ? 
 d . Số_lượng nucleotit của gen được gắn với ribônuclêôtit loại Xitôzin là bao_nhiêu ? 
 e . Tỷ_lệ phần_trăm của ribônuclêôtit loại Uraxin trong gen là bao_nhiêu ? 
 f . Số_lượng nucleotit của gen được gắn với ribônuclêôtit loại Guanin là bao_nhiêu ?"
"Hóa_chất nào sau đây có_thể nhận_biết được đồng_thời các dung_dịch NaI , KCl và BaBr2 ? 
 A. Dung_dịch AgNO3 
 B. Dung_dịch HNO3 
 C. Dung_dịch NaOH 
 D. Dung_dịch H2SO4", ,"Hóa_chất nào sau đây sẽ tác_dụng với dung_dịch BaCl2 , NaI và AgNO3 tạo ra kết_tủa ? 
 A. Dung_dịch K2SO4 
 B. Dung_dịch KOH 
 C. Dung_dịch HCl 
 D. Dung_dịch H2S"
"Một tụ_điện phẳng được mắc vào hai cực của một nguồn điện có hiệu điện_thế 500 V. Ngắt tụ_điện ra khỏi nguồn rồi kéo cho khoảng_cách của hai bản tụ_điện tăng gấp hai lần . Hiệu điện_thế của tụ_điện khi đó : 
 A. tăng hai lần . 
 B. tăng bốn lần . 
 C._giảm bốn lần . 
 D. giảm hai lần .","Sau khi ngắt tụ_điện phẳng khỏi nguồn điện , ta tịnh_tiến hai bản để khoảng_cách giữa chúng giảm đi hai lần , khi đó năng_lượng điện_trường trong tụ sẽ là : 
 A. tăng lên bốn lần . 
 B. không đổi 
 C. giảm đi hai lần 
 D. tăng lên hai lần", 
"Mệnh_đề không đúng là 
 A. CH3CH2COOCH = CH2 cùng dãy đồng đẳng với CH2 = CHCOOCH3 . 
 B. CH3CH2COOCH = CH2 có_thể trùng_hợp tạo polime . 
 C. CH3CH2COOCH = CH2 tác_dụng với dung_dịch NaOH thu được anđehit và muối . 
 D. CH3CH2COOCH = CH2 tác_dụng được với dung_dịch Br2 .", ,"Mệnh_đề nào sau đây không đúng về CH3CH2COOCH = CH2 ? 
 A. CH2 = CHCOOCH3 cùng dãy đồng đẳng với CH3CH2COOCH = CH2 . 
 B. CH3CH2COOCH = CH2 không_thể trùng_hợp tạo polime . 
 C. CH3CH2COOCH = CH2 tác_dụng với dung_dịch NaOH không thu được anđehit và muối . 
 D. CH3CH2COOCH = CH2 không tác_dụng được với dung_dịch Br2 ."
"Chất nào sau đây không phải là este ? 
 A._CH3COOC2H5 
 B. C3H5 ( COOCH3 ) 3 
 C._HCOOCH3 
 D. C2H5OC2H5", ,"Chất nào sau đây không phải là một hợp_chất hữu_cơ ? 
 A._CH3CHO 
 B. ( CH3 ) 2CO 
 C._CH3COOH 
 D. HCOOH"
"Tìm giá_trị lớn nhất , giá_trị nhỏ nhất của hàm_số sau : y = 3sinx + 4cosx + 1", ,Tìm giá_trị lớn nhất của hàm_số sau : f ( x ) = 2cos ( x ) - 3sin ( 2x ) + x ^ 2 + 4x + 1
"Cho tam_giác ABC có G là trọng_tâm , I là trung_điểm BC , H là điểm đối_xứng C qua G. CM a ) vecto AH = 2 / 3 vecto AB - 1 / 3 vecto AC b ) vecto BH = - 1 / 3 ( AB + AC )","Cho tam_giác ABC có G là trọng_tâm , I là trung_điểm BC , H là điểm đối_xứng B qua G. Chứng_minh rằng a ) vecto AH = 2 / 3 vecto AB - 1 / 3 vecto AC b ) vecto BH = - 1 / 3 ( AB + AC )", 
"Tại_sao khi muối dưa , cà thì sản_phẩm sau khi muối lại có vị mặn và bị nhăn_nheo ?",Vì_sao dưa muối để lâu ngày thường xuất_hiện lớp váng trắng và dễ bị hư_hỏng ?, 
"Cho hình_thoi ABCD , các đường_cao AM , AN ( M thuộc BC , N thuộc CD ) a , chứng_minh tam_giác CMN cân tại C b , cho góc ANM = 60 độ . tính các góc của hình_thoi ABCD và các cạnh của tam_giác AMN ( nếu cạnh của hình_thoi ABCD = 2cm )", ,"A , Ở hình_thoi ABCD , chứng_minh tam_giác CMN có góc MNC bằng góc MCN. 
 b , Cho tam_giác ANM có góc ANM = 30 độ . Tính các góc bên của hình_thoi ABCD và các cạnh của tam_giác AMN ( nếu cạnh của hình_thoi ABCD = 3cm ) ."
"Cho 13,65 gam hỗn_hợp các amin gồm trimetylamin , metylamin , đimetylamin , anilin tác_dụng vừa đủ với 200ml dung_dịch HCl 1M . Khối_lượng muối khan thu được sau phản_ứng là : 
 A. 22,525 
 B. 22,630 
 C. 22,275 
 D. 22,775","Cho 10,5 gam hỗn_hợp các amin gồm trimetylamin , metylamin , đimetylamin , anilin tác_dụng vừa đủ với 150ml dung_dịch HCl 1,5 M. Khối_lượng muối khan thu được sau phản_ứng là : 
 A. 18,5 
 B. 18,6 
 C. 18,7 
 D. 18,8", 
"Cho mạch điện như hình_vẽ . Nguồn có suất điện_động E = 24V , r = 1W , điện_dung tụ C = 4mF . Đèn Đ có ghi ( 6V - 6W ) . Các điện_trở R1 = 6W ; R2 = 4W ; Rp = 2W và là bình_điện_phân đựng dung_dịch CuSO4 có cực dương bằng Cu . Tính điện_tích trên tụ C 
 A. 416 mC 
 B. 88 mC 
 C. 32 mC 
 D. 56 mC","Cho mạch điện như hình_vẽ . Nguồn có suất điện_động E = 12V , r = 2W , điện_dung tụ C = 8mF . Đèn Đ có ghi ( 12V - 4W ) . Các điện_trở R1 = 4W ; R2 = 6W ; Rp = 8W và là bình_điện_phân đựng dung_dịch ZnSO4 có cực dương bằng Zn . Tính điện_tích trên tụ C 
 A. 864 mC 
 B. 176 mC 
 C. 64 mC 
 D. 112 mC", 
"Trên bóng đèn có ghi 12V - 6 W 
 A. Cho biết ý_nghĩa của các số ghi này 
 B. Tính cường_độ định_mức của cường_độ chạy qua đèn 
 C._Tính điện_trở của đèn khi đó", ,"A. Ý_nghĩa của các số ghi trên bóng đèn là gì ? 
 B. Cường_độ chạy qua đèn là bao_nhiêu ? 
 C. Điện_trở của đèn là bao_nhiêu ?"
"Khi nói về hệ tuần_hoàn kín , có bao_nhiêu phát_biểu sau đây đúng ? I. Máu tiếp_xúc và trao_đổi chất trực_tiếp với tế_bào . II. Máu đi từ động_mạch sang mao_mạch và theo tĩnh_mạch trở về tim III. Máu chảy trong động_mạch với áp_lực trung_bình hoặc cao . IV. Tốc_độ máu chảy trong mạch nhanh . 
 A. 2 
 B. 4 
 C. 1 
 D. 3", ,"Mô_tả về hệ tuần_hoàn kín , có bao_nhiêu phát_biểu sau đây là đúng ? 
 A. 2 
 B. 4 
 C. 1 
 D. 3"
"Hai người khiêng một vật nặng 1200N bằng một đòn tre dài 1m , một người đặt điểm treo của vật cách vai mình 40cm . Bỏ_qua trọng_lượng của đòn tre . Mỗi người phải chịu một lực bao_nhiêu ? 
 A. 480 N , 720 N. 
 B. 450 N , 630 N 
 C. 385 N , 720 N 
 D. 545 N , 825 N", ,"Hai người khiêng một vật nặng 2400N bằng hai cánh_tay , một người đặt điểm nằm gọn trên vai , còn một người đặt điểm nằm gọn giữa nách và vai . Bỏ_qua trọng_lượng của người và cảm_giác không thoải_mái khi đặt điểm treo . Tổng_lực mà mỗi người phải chịu là bao_nhiêu ? 
 A. 1200 N , 1200 N. 
 B. 1000 N , 1400 N 
 C. 1100 N , 1300 N 
 D. 1300 N , 1100 N"
"Thành_phần_nào có trong tế_bào thực_vật mà không có trong tế_bào động_vật ? 
","Tế_bào thực_vật khác tế_bào động_vật ở điểm nào ? 
","Bào quan nào sau đây có cả ở tế_bào thực_vật và tế_bào động_vật ? 
 A._Lục lạp . 
 B. Màng tế_bào . 
 C. Thành tế_bào . 
 D. Không_bào trung_tâm"
"Có bao_nhiêu đặc_điểm dưới đây giúp lá cây thích_nghi với chức_năng quang hạp ? 1 . Lớp biểu_bì của mặt lá có khí khổng giúp CO2 khuếch_tán vào trong lá . 2 . Hệ_gân lá giúp cung_cấp_nước và muối_khoáng cần_thiết cho quá_trình quang_hợp . 3 . Dạng phiến mỏng , diện_tích bề_mặt lớn . 4 . Trong lá có nhiều hạt màu lục gọi là lục lạpA . 1B . 2B . 2D . 4", ,"Có bao_nhiêu đặc_điểm dưới đây giúp cơ_quan cuống phấn ? 1 . Lớp nhân của mao phấn giúp bảo_vệ phấn từ mất nước . 2 . Thành ngăn của cuống phấn giúp điều_chỉnh việc mở và đóng của hoa . 3 . Ba mao chẻ sâu ở đỉnh của cuống phấn giúp giữ cho độc_tố không_thể đi vào . 4 . Inđôlin , cao traxit và glôcôsid giúp tạo mùi hương hấp_dẫn ở hoa . 
 
 A. 1 
 B. 2 
 C. 3 
 D. 4"
"Hùng có 56 nghìn đồng mua được 8 quyển truyện , Dūng có ít hơn Hùng 21 nghìn đồng . Hỏi Dūng mua được bao_nhiêu quyền truyện_tranh ?", ,"An có 64 viên bi chia đều thành 8 hộp , Bình có 48 viên bi cūng được chia vào các hộp như An . Hỏi Bình có ít hơn An bao_nhiêu hộp bi ?"
"Tính_chất vật_lí cơ_bản của metan là 
 A. chất_lỏng , không màu , tan nhiều trong nước 
 B. chất_khí , màu vàng lục , tan nhiều trong nước 
 C. chất_khí , không màu , mùi xốc , nặng hơn không_khí , ít tan trong nước 
 D. chất_khí , không màu , không mùi , nhẹ hơn không_khí , ít tan trong nước", ,"Theo tính_chất vật_lí cơ_bản của urany , có đúng những câu nói nào sau đây ? 
 A. chất_lỏng , có màu xanh với bóng_kim 
 B. chất_rắn , có màu vàng óng_ánh 
 C. chất_khí , màu vàng lục , có mùi hắc_ín tương_tự ruôn và có hình_dạng như miếng phô_mai 
 D. chất_lỏng , không màu , mùi như vị cà_chua nhưng không có màu_sắc xác_định"
"Cho các phát_biểu sau về dao_động điều hòa ( a ) Vecto gia_tốc của vật luôn hướng ra biên ( b ) Vectơ vận_tốc và vectơ gia_tốc của vật cùng chiều nhau khi vật chuyển_động về phía vị_trí cân_bằng ( c ) Vectơ gia_tốc của vật đổi chiều khi vật có li độ cực_đại . ( d ) Chuyển_động của vật từ vị_trí cân_bằng ra biên là nhanh dần . ( e ) Vận_tốc của vật có giá_trị cực_đại khi vật đi qua vị_trí cân_bằng ( f ) Gia_tốc của vật có giá_trị cực_đại khi vật ở biên dương . Số phát_biểu đúng là : 
 A. 1 
 B. 2 
 C. 3 
 D. 4","Có bao_nhiêu phát_biểu đúng về dao_động điều hòa trong các phát_biểu sau : 
 ( a ) Vecto gia_tốc của vật luôn hướng ra biên . 
 ( b ) Vectơ vận_tốc và vectơ gia_tốc của vật cùng chiều nhau khi vật chuyển_động về phía vị_trí cân_bằng . 
 ( c ) Vectơ gia_tốc của vật đổi chiều khi vật có li độ cực_đại . 
 ( d ) Chuyển_động của vật từ vị_trí cân_bằng ra biên là nhanh dần . 
 ( e ) Vận_tốc của vật có giá_trị cực_đại khi vật đi qua vị_trí cân_bằng . 
 ( f ) Gia_tốc của vật có giá_trị cực_đại khi vật ở biên dương . 
 A. 1 
 B. 2 
 C. 3 
 D. 4", 
